ID,NAME,POP 2010,LATITUDE,LONGITUDE
34000,Marathon,-999,44.9291341,-89.8404044
34001,Minnetonka,49734,44.92917226,-93.48284337
34002,Constable,-999,44.9292125,-74.2971311
34003,Deephaven,3642,44.9296854,-93.5224552
34004,Edson,-999,44.929964,-91.0348664
34005,Rickreall,77,44.9306739,-123.2284342
34006,Eola,45,44.9323414,-123.1198204
34007,Dawson,1540,44.9327384,-96.0544809
34008,Birnamwood,818,44.9333038,-89.2095577
34009,Prinsburg,497,44.9338496,-95.1875089
34010,Old Town,7840,44.9342349,-68.6453092
34011,Marathon City,1524,44.9345216,-89.8402316
34012,Spring Park,1669,44.9352407,-93.6321817
34013,Cosmos,473,44.9360731,-94.6966609
34014,Lakes of the North,925,44.9360999,-84.8845517
34015,Newport,4589,44.9364356,-72.2051022
34016,Mound,9052,44.9366295,-93.6660719
34017,Chippewa Falls,13661,44.9369054,-91.3929348
34018,Wilsons Mills,-999,44.938106,-71.035351
34019,Highgate Center,-999,44.9389321,-73.0434642
34020,Bombay,-999,44.9389348,-74.5676877
34021,Minnetonka Beach,539,44.9396852,-93.5766241
34022,Great Pond,-999,44.940347,-68.2819629
34023,Montevideo,5383,44.942457,-95.7236371
34024,Blomkest,157,44.9427397,-95.0233368
34025,Salem,154637,44.9428975,-123.0350963
34026,Cedar Mills,45,44.9430175,-94.5224891
34027,Lake Lillian,238,44.9435732,-94.8799994
34028,Saint Paul,285068,44.9444101,-93.0932742
34029,Milford,2233,44.946179,-68.6439202
34030,Abbotsford,2310,44.946356,-90.315969
34031,Woodland,437,44.9469077,-93.5041214
34032,Jay,-999,44.9475458,-72.4370548
34033,Derby Center,597,44.9478246,-72.132878
34034,Cadott,1437,44.9480187,-91.1507031
34035,Lakeland Shores,311,44.948023,-92.7640925
34036,Saint Louis Park,45250,44.9482979,-93.3480051
34037,Owen,940,44.9485796,-90.5643019
34038,Solon,-999,44.949502,-69.858391
34039,Howard,-999,44.9505161,-91.537663
34040,Landfall,686,44.9507993,-92.9766032
34041,Newport Center,274,44.9508795,-72.3064943
34042,Lena,564,44.9511001,-88.0467693
34043,Carlsville,-999,44.9516611,-87.3367689
34044,Boyd,552,44.9519088,-91.0348656
34045,Wesley,-999,44.952297,-67.6608307
34046,Spruce,-999,44.9524902,-88.1648231
34047,Woodville,1344,44.9530206,-92.2912993
34048,Maplewood,38018,44.9530215,-92.9952153
34049,Wilson,184,44.9535753,-92.1735179
34050,Pembroke,-999,44.9536891,-67.1619293
34051,Clara City,1360,44.9549593,-95.3664045
34052,Knapp,463,44.9552414,-92.0754594
34053,Curtiss,216,44.9552462,-90.4345795
34054,Lakeland,1796,44.9563563,-92.7657594
34055,Withee,487,44.9563574,-90.5976351
34056,Parkman,151,44.9569123,-107.3325846
34057,Lincoln City,7930,44.9581644,-124.0178914
34058,Garden City,53,44.9582962,-97.581472
34059,Wausau,39106,44.9591352,-89.6301221
34060,Kingfield,-999,44.9592231,-70.1539542
34061,Cooper,-999,44.959521,-67.4397145
34062,Albertville,-999,44.9599608,-91.6004433
34063,Stanley,3608,44.9599657,-90.9370846
34064,Meadows,-999,44.9610043,-116.2437384
34065,Thorp,1621,44.9610785,-90.7998588
34066,Westville,-999,44.9625434,-74.4168577
34067,Oakdale,27378,44.9630216,-92.9649361
34068,Mooers,442,44.9633714,-73.5873639
34069,Watertown,4205,44.9635738,-93.847189
34070,Winsted,2355,44.9638517,-94.0474725
34071,Castle Rock,-999,44.9644342,-103.4243538
34072,Yellow Pine,32,44.9649063,-115.4937246
34073,Oquossoc,-999,44.9664431,-70.7736801
34074,Rangeley,-999,44.9664441,-70.6428459
34075,Baldwin,3957,44.9666323,-92.3743576
34076,Holland,-999,44.9669912,-72.0023191
34077,Frannie,157,44.9691175,-108.6215163
34078,Rib Falls,-999,44.9710784,-89.9037396
34079,New Meadows,496,44.9712808,-116.2840176
34080,Orono,7437,44.9713519,-93.6044033
34081,Berkshire,-999,44.9717124,-72.7754148
34082,Miranda,-999,44.9719185,-98.9642716
34083,Oak Grove,-999,44.9725129,-84.6825299
34084,Simnasho,-999,44.9728942,-121.3500612
34085,Hogansburg,-999,44.9739364,-74.6632416
34086,Harmony,-999,44.9739462,-69.5461603
34087,Wayzata,3688,44.97413,-93.5066217
34088,Hudson,12719,44.9746896,-92.7568703
34089,Alba,295,44.97473,-84.9686585
34090,Alburg,497,44.9750399,-73.3001312
34091,Perry,-999,44.9750784,-67.0758146
34092,Mammoth,263,44.9766022,-110.701599
34093,Suttons Bay,618,44.9766663,-85.6506387
34094,Jacksonport,-999,44.9786066,-87.1856593
34095,Hammond,1922,44.978855,-92.4357486
34096,Minneapolis,382578,44.9799654,-93.2638361
34097,Bellaire,1086,44.9802822,-85.2111728
34098,Anson,-999,44.9807952,-91.2868188
34099,Neopit,690,44.9808078,-88.8309402
34100,Lake Leelanau,253,44.9808323,-85.7150847
34101,Milan,-999,44.981078,-90.1795792
34102,Franklin,-999,44.981988,-72.9162427
34103,Roberts,1651,44.9838558,-92.5560301
34104,Exeter Corners,-999,44.9847863,-69.1453203
34105,Gluek,-999,44.9852361,-95.4733533
34106,Champlain,1101,44.9864273,-73.4465251
34107,Long Lake,1768,44.9866298,-93.5716243
34108,Dale,-999,44.9884873,-118.9474744
34109,Tainter Lake,2242,44.9891288,-91.847675
34110,Fort Covington,-999,44.9892075,-74.4946381
34111,Keizer,36478,44.9901194,-123.0262077
34112,Ripley,-999,44.9911704,-69.3717134
34113,Falcon Heights,5321,44.9916323,-93.166333
34114,North Hudson,3768,44.993023,-92.7568705
34115,Rouses Point,2209,44.993928,-73.3648557
34116,North Troy,620,44.9944896,-72.3998314
34117,Ashton,122,44.9949746,-98.4978718
34118,Medicine Lake,371,44.9952419,-93.4155079
34119,West Stewartstown,386,44.9953241,-71.5311962
34120,Lake Elmo,8069,44.9957998,-92.8793768
34121,Canaan,392,44.9961574,-71.5384187
34122,Richford,1361,44.9969898,-72.6712423
34123,Colfax,1158,44.9974614,-91.7271154
34124,Fossil,473,44.9981864,-120.2161373
34125,Waverly,37,44.9985763,-96.9717375
34126,Lauderdale,2379,44.9985767,-93.2057789
34127,Suring,544,44.9991553,-88.3720464
34128,Hudson,-999,45.0011783,-68.8805923
34129,Eagle Butte,1318,45.0024802,-101.233485
34130,Dorchester,876,45.0030238,-90.3356913
34131,Svea,-999,45.0032955,-95.0213934
34132,Shaniko,36,45.0037364,-120.7522665
34133,Mattoon,438,45.0041364,-89.0420545
34134,North Eagle Butte,1954,45.0041469,-101.2337627
34135,Mud Butte,-999,45.0047115,-102.8776692
34136,Atlanta,827,45.0047306,-84.1438927
34137,Derby Line,673,45.005046,-72.0989882
34138,Silverton,9222,45.0051213,-122.7831455
34139,Roseville,33660,45.0060767,-93.1566107
34140,Stewartstown,-999,45.0061572,-71.5078617
34141,Tilden,-999,45.0066277,-91.4376588
34142,Silver Gate,20,45.006884,-109.9896288
34143,Maple Plain,1768,45.0071851,-93.6557945
34144,Pondosa,-999,45.0079269,-117.6427118
34145,Beecher Falls,177,45.0081017,-71.5078617
34146,Cornucopia,-999,45.008214,-117.1926751
34147,Marietta,162,45.0082974,-96.4175513
34148,Grant,-999,45.0085344,-113.0669782
34149,Aniwa,260,45.0085802,-89.2142801
34150,Athol,-999,45.0088635,-98.5964856
34151,Watson,205,45.0096796,-95.8014179
34152,Madison,1551,45.0096848,-96.1958765
34153,Golden Valley,20371,45.0096869,-93.349117
34154,Norton,-999,45.0100461,-71.794817
34155,Rose Lodge,1894,45.0103876,-123.8803907
34156,Plymouth,70576,45.0105194,-93.4555093
34157,Gettysburg,1162,45.0116474,-99.9556728
34158,Decker,-999,45.0119184,-106.8634011
34159,North Saint Paul,11460,45.0124657,-92.9918828
34160,Lantry,-999,45.0144259,-101.4315439
34161,Zoar,98,45.0149721,-88.8989969
34162,Raymond,764,45.0157942,-95.2386238
34163,Cooke City,75,45.0166071,-109.934071
34164,Revillo,119,45.0166314,-96.5711679
34165,Saint Anthony,8226,45.0205212,-93.2180019
34166,Charlotte,-999,45.0211881,-67.2452664
34167,Bayport,3471,45.021356,-92.7810389
34168,Faith,421,45.0230391,-102.0359924
34169,Alzada,29,45.0230422,-104.4124527
34170,Maurine,-999,45.0230433,-102.5934972
34171,Leland,377,45.0230536,-85.759808
34172,Homestead,-999,45.0237673,-116.8507118
34173,Parade,-999,45.02387,-101.1045932
34174,Dexter,2158,45.0239487,-69.2897681
34175,Peshawbestown,-999,45.0241663,-85.6009163
34176,Cambridge,-999,45.0242231,-69.4739368
34177,Otis,-999,45.0242748,-123.9465021
34178,Independence,3504,45.0252407,-93.7074634
34179,Little Canada,9773,45.0269101,-93.0877197
34180,Brokaw,251,45.0271904,-89.6531787
34181,Gaylord,3645,45.0275126,-84.6747523
34182,North Powder,439,45.0284737,-117.9199386
34183,Oak Park Heights,4339,45.0313559,-92.7929842
34184,Eagle Point,-999,45.0316281,-91.3959901
34185,Gardiner,875,45.0318802,-110.7057663
34186,Robbinsdale,13953,45.032187,-93.3385614
34187,Crystal,22151,45.0327425,-93.3602287
34188,Athens,1105,45.0330224,-90.0740226
34189,Faulkton,736,45.0349743,-99.1239979
34190,Medina,4892,45.0352411,-93.5824586
34191,Pine Springs,408,45.0357994,-92.9543812
34192,Troy,-999,45.0374649,-96.8653452
34193,New Hope,20339,45.0380201,-93.3866185
34194,Garland,-999,45.0383951,-69.1603205
34195,Meddybemps,-999,45.0384096,-67.3558247
34196,Wellington,-999,45.0397781,-69.5972731
34197,Colburn,-999,45.0402438,-91.0448633
34198,Rosendale,-999,45.040518,-94.7066631
34199,Columbia Heights,19496,45.0407987,-93.2630037
34200,Hamel,-999,45.0410747,-93.5255119
34201,Delano,5464,45.0419073,-93.7891331
34202,Perrydale,-999,45.0426172,-123.2556588
34203,Scotts Mills,357,45.0428996,-122.6684215
34204,Boyceville,1086,45.0435742,-92.0410145
34205,Strandburg,72,45.0441317,-96.7606192
34206,Wheeler,348,45.0444067,-91.9087881
34207,Jim Falls,237,45.0452403,-91.2729287
34208,Downing,265,45.0463524,-92.1321285
34209,Egg Harbor,201,45.0463807,-87.2970502
34210,Alton,-999,45.0464538,-68.7703126
34211,Ridge,-999,45.0469294,-105.0202573
34212,Dupree,525,45.0474815,-101.6009896
34213,Brooks,398,45.048175,-122.9584291
34214,La Bolt,68,45.0490377,-96.6751631
34215,Turton,48,45.049688,-98.0956464
34216,Arden Hills,9552,45.0502435,-93.1566112
34217,Phlox,-999,45.0510802,-89.0142766
34218,Pittsburg,-999,45.0511571,-71.3914688
34219,Albee,16,45.0521869,-96.5533899
34220,Crawford,-999,45.0528528,-67.5513844
34221,Hilltop,744,45.0532988,-93.2474478
34222,Willernie,507,45.0541329,-92.9566037
34223,Peshtigo,3502,45.05443,-87.7492721
34224,Florence,374,45.0546849,-97.3298021
34225,Loretto,650,45.0546855,-93.6355165
34226,Red Elm,-999,45.0552594,-101.7840456
34227,Omena,267,45.0555552,-85.5889721
34228,Stillwater,18225,45.0563558,-92.8060408
34229,Vadnais Heights,12302,45.0574659,-93.0738306
34230,Gem Lake,393,45.057466,-93.0324403
34231,Glenwood City,1242,45.0585747,-92.1724075
34232,Bingham,758,45.058667,-69.8822813
34233,Hillman,701,45.0591766,-83.9011064
34234,Birchwood Village,870,45.0599028,-92.9779171
34235,Warren,-999,45.0599503,-108.6584633
34236,Grand Ronde,1661,45.060113,-123.6092771
34237,Eagleton,-999,45.0602395,-91.3893231
34238,Maplehurst,-999,45.0602484,-90.6176348
34239,Houlton,386,45.0605226,-92.791318
34240,Fort Hill,129,45.0606691,-123.5553873
34241,Howard Lake,1962,45.0607968,-94.0733088
34242,Seneca,38,45.0616446,-99.5120591
34243,Alpena,10483,45.0616794,-83.4327528
34244,Elmira,-999,45.0644549,-84.8561524
34245,Montrose,2847,45.0649634,-93.9110814
34246,Coleman,724,45.0649843,-88.0342701
34247,Moorhead,-999,45.0649871,-105.8711222
34248,Baileys Harbor,257,45.0649933,-87.1242739
34249,New Brighton,21456,45.0655212,-93.2018908
34250,Boardman,-999,45.0655221,-92.5999216
34251,Nassau,72,45.0663534,-96.4397751
34252,Waverly,1357,45.0666303,-93.9663609
34253,Bradford,-999,45.0667301,-68.9378149
34254,Crescent,-999,45.0677425,-91.1468118
34255,Mount Angel,3286,45.0678986,-122.8000917
34256,Bellaire,-999,45.0696884,-92.9946612
34257,Mahtomedi,7676,45.0696886,-92.9516037
34258,Lebanon,47,45.0697025,-99.7698372
34259,Jardine,57,45.0699365,-110.6343747
34260,Central Lake,952,45.0700047,-85.2645105
34261,Moscow,-999,45.0706113,-69.8911705
34262,Maple Grove,61567,45.0724642,-93.4557877
34263,Breed,-999,45.0730383,-88.4242704
34264,Cokato,2694,45.0757967,-94.1899799
34265,Brooklyn Center,30104,45.076076,-93.3327284
34266,Stetsonville,541,45.0769125,-90.3151385
34267,Lublin,118,45.0771928,-90.7245781
34268,Lachine,-999,45.0775112,-83.7160984
34269,Carrabassett,-999,45.0778332,-70.2120112
34270,Robbinston,-999,45.0781324,-67.1094283
34271,Willamina,2025,45.0787251,-123.4859417
34272,Shoreview,25043,45.0791325,-93.1471668
34273,Greenbush,-999,45.0803409,-68.6508636
34274,Dassel,1469,45.0816298,-94.3069284
34275,Mayville,-999,45.082353,-120.1922509
34276,Emerald,161,45.0830194,-92.2582436
34277,Grant,4096,45.084411,-92.9104908
34278,White Bear Lake,23797,45.0846885,-93.0099398
34279,Ridgeview,-999,45.0849827,-100.8004206
34280,Charleston,-999,45.0850615,-69.0405949
34281,Wallace,85,45.0860724,-97.4759166
34282,Fridley,27208,45.0860765,-93.2632821
34283,Cuprum,-999,45.0865458,-116.6893141
34284,Rockford,4316,45.0882963,-93.7344099
34285,Alexander,-999,45.0886862,-67.4683278
34286,Lonerock,21,45.0890252,-119.8830749
34287,Dellwood,1063,45.0899665,-92.9724382
34288,Bradley,72,45.0905157,-97.6436969
34289,Hamburg,-999,45.0905228,-89.8851301
34290,Cobalt,-999,45.092976,-114.2317436
34291,Brooklyn Park,75781,45.0941315,-93.3563405
34292,Pound,377,45.0941494,-88.0339927
34293,Baker,-999,45.0946459,-113.7345058
34294,Corcoran,5379,45.0952417,-93.5474577
34295,Darwin,350,45.0963516,-94.410821
34296,Quietus,-999,45.0963794,-106.2830863
34297,Sheridan,6127,45.0992814,-123.3948291
34298,Biddle,41,45.0994302,-105.338326
34299,Stockholm,108,45.0996868,-96.8020104
34300,White Bear Beach,-999,45.0996887,-92.9891058
34301,Hillsboro,-999,45.0999561,-108.2328935
34302,Marinette,10968,45.099985,-87.6306623
34303,Bloomer,3539,45.1002389,-91.4887724
34304,Telocaset,-999,45.1009734,-117.8263251
34305,Bald Eagle,-999,45.1019108,-93.013829
34306,North Oaks,4469,45.102744,-93.0791092
34307,Greenfield,2777,45.1032966,-93.6913527
34308,Mounds View,12155,45.1049656,-93.2085582
34309,Crocker,19,45.1052371,-97.7848105
34310,South Shore,225,45.1057975,-96.9286818
34311,Little Black,-999,45.1060795,-90.3295838
34312,Neskowin,134,45.1067722,-123.9842818
34313,Eastport,218,45.1072257,-85.3500727
34314,Spring Lake Park,6412,45.1077433,-93.2380038
34315,Menominee,8599,45.1077627,-87.6142737
34316,Gervais,2464,45.1081752,-122.8975952
34317,Milan,369,45.1085708,-95.9133706
34318,Pine Grove,148,45.1087279,-121.3636761
34319,Hoover,-999,45.1124898,-103.2671249
34320,Corwin Springs,109,45.112991,-110.7899367
34321,Wapinitia,-999,45.1142837,-121.2564517
34322,Amity,1614,45.1156724,-123.2073257
34323,South Lagrange,-999,45.1161722,-68.8150346
34324,Osseo,2430,45.1194091,-93.4024532
34325,North Manitou,-999,45.1202637,-85.979256
34326,Olamon,-999,45.1208946,-68.6105836
34327,Willmar,19610,45.1219075,-95.0433424
34328,Cylon,-999,45.1221865,-92.352969
34329,New Richmond,8375,45.1230213,-92.5365865
34330,Somerset,2635,45.1244108,-92.6735365
34331,Big Creek,-999,45.127132,-115.3242794
34332,Litchfield,6726,45.1271847,-94.5280474
34333,Fish Creek,-999,45.1277673,-87.2470532
34334,Wyola,215,45.1294107,-107.3931467
34335,Northport,526,45.1313876,-85.6167509
34336,Kandiyohi,491,45.1321856,-94.9311166
34337,Parkman,-999,45.1336651,-69.4331038
34338,Ukiah,186,45.13403,-118.9324815
34339,Pine River,-999,45.1341335,-89.622068
34340,Connorsville,-999,45.1360739,-92.0949049
34341,Bellingham,168,45.1360754,-96.2875504
34342,Forest,-999,45.1366302,-92.2596325
34343,Beaver,-999,45.1374804,-88.0178825
34344,Medford,4326,45.1385798,-90.3401404
34345,Atwater,1133,45.138852,-94.7780564
34346,Antigo,8234,45.140245,-89.1523353
34347,Stratton,-999,45.1411653,-70.4406231
34348,Belfry,218,45.1418915,-109.0054219
34349,Lexington,2049,45.1424659,-93.1632794
34350,Vanderbilt,562,45.1427903,-84.6603091
34351,Big Bend City,-999,45.1430146,-95.7719787
34352,Woodburn,24080,45.143731,-122.8553725
34353,La Plant,171,45.1447058,-100.65153
34354,Coon Rapids,61476,45.14554916,-93.30440296
34355,Molalla,8108,45.1473445,-122.5770322
34356,Circle Pines,4918,45.1485771,-93.1516124
34357,Pennock,508,45.1488509,-95.1764036
34358,Goodrich,-999,45.1494108,-90.0856927
34359,Grove City,635,45.1505185,-94.6830533
34360,Whiteson,-999,45.1515056,-123.1967707
34361,Rosen,-999,45.1535758,-96.4014422
34362,Mellette,210,45.1544202,-98.4975935
34363,Porterfield,-999,45.1544253,-87.7945514
34364,Northville,143,45.1555313,-98.5792629
34365,Hanover,2938,45.155797,-93.6663524
34366,Ephraim,288,45.1563784,-87.1681659
34367,Woodland,952,45.1570187,-67.4047167
34368,Conde,140,45.1571854,-98.0975923
34369,White Lake,363,45.1571931,-88.7645511
34370,East Jordan,2351,45.1580628,-85.1242254
34371,Hugo,13332,45.159967,-92.9932734
34372,Lino Lakes,20216,45.1602442,-93.0888324
34373,Brentford,77,45.1602486,-98.3228702
34374,Bearcreek,79,45.1607791,-109.1570949
34375,Blaine,57186,45.1607987,-93.2349489
34376,Bannack,-999,45.1610337,-112.9955907
34377,Centerville,3792,45.1630223,-93.0557757
34378,Washoe,-999,45.1638342,-109.2132082
34379,Sangerville,-999,45.1647763,-69.356436
34380,Ellsworth,349,45.165562,-85.2461768
34381,Louisburg,47,45.1660744,-96.1711592
34382,Gilman,410,45.1666382,-90.8076338
34383,Lagrange,-999,45.1667248,-68.844479
34384,Sand Creek,-999,45.1669055,-91.6862801
34385,Cornell,1467,45.1671881,-91.1493107
34386,Boyne Falls,294,45.168065,-84.9161574
34387,Elton,-999,45.1683023,-88.8864975
34388,Polar,-999,45.1685788,-88.9901102
34389,Chelsea,27,45.1685864,-98.7395464
34390,Guilford,903,45.1689426,-69.3844921
34391,Hardman,-999,45.1698589,-119.6819629
34392,Cresbard,104,45.1699736,-98.9484416
34393,Green Grass,35,45.1710912,-101.2459852
34394,Buffalo,15453,45.1719084,-93.8746941
34395,Canada Creek Ranch,304,45.1719556,-84.2080645
34396,Fletcher,-999,45.1724644,-93.5413471
34397,Stanton,-999,45.1730204,-92.4671398
34398,Maupin,418,45.1751205,-121.0814491
34399,Salmon,3112,45.1757547,-113.8959008
34400,Ruby,-999,45.1771918,-90.9881916
34401,Iron Lightning,-999,45.1797007,-101.8462645
34402,Merrill,9661,45.1805223,-89.683459
34403,Lily,4,45.1813467,-97.683422
34404,Hubbard,3173,45.1823423,-122.8078718
34405,Dover-Foxcroft,2528,45.1833883,-69.2269893
34406,Mountain,363,45.1846963,-88.4737157
34407,Passadumkeag,-999,45.1853362,-68.6166938
34408,Red Lodge,2125,45.1857782,-109.2468211
34409,Albion,-999,45.1872104,-104.2768917
34410,Sister Bay,876,45.1872112,-87.120945
34411,Lowell,-999,45.1878373,-68.4677999
34412,Deer Park,216,45.1880196,-92.3854703
34413,Rogers,8597,45.1888534,-93.5530144
34414,Champlin,23089,45.1888539,-93.3974538
34415,Weston,-999,45.1888562,-92.9846621
34416,Calais,3123,45.1889633,-67.2786039
34417,Langlade,-999,45.1899703,-88.7323286
34418,Onaka,15,45.1927553,-99.4662266
34419,Kerkhoven,759,45.1930165,-95.3205768
34420,Kent,-999,45.1951258,-120.6942154
34421,Appleton,1412,45.1969058,-96.0197673
34422,Kingston,161,45.1969081,-94.3133199
34423,Star Prairie,561,45.1969094,-92.5307537
34424,Anoka,17142,45.1977428,-93.3871758
34425,Marine on Saint Croix,689,45.1980556,-92.7711111
34426,Miner,-999,45.1991002,-110.9085524
34427,Pacific City,1035,45.2023263,-123.9628946
34428,Cameron,-999,45.2032607,-111.6785824
34429,Ridgeland,273,45.2035726,-91.8954538
34430,Rockport,-999,45.2039035,-83.3855309
34431,New Auburn,548,45.2041282,-91.5582197
34432,Twin Brooks,69,45.2057974,-96.7795108
34433,Cloverdale,250,45.2059389,-123.8920603
34434,Forest City,-999,45.2063519,-94.4663799
34435,Otter,-999,45.207771,-106.2016892
34436,Bryant,-999,45.2080225,-89.0239999
34437,Tolstoy,36,45.2080354,-99.6142827
34438,Union,2121,45.2084696,-117.8652126
34439,Burlington,-999,45.2092264,-68.4266876
34440,Saint Michael,16399,45.209964,-93.6649642
34441,McMinnville,32187,45.2101162,-123.1987163
34442,Saint Paul,421,45.2112295,-122.9767662
34443,Thunder Butte,-999,45.2127556,-101.6701522
34444,Dillon,4134,45.2163106,-112.63752
34445,Norwood,142,45.2166702,-85.3814658
34446,Boyne City,3735,45.2166751,-85.0139419
34447,Eustis,-999,45.2172755,-70.4784009
34448,Milbank,3353,45.2191313,-96.6356167
34449,Dayton,2534,45.2206729,-123.0762134
34450,Advance,328,45.221397,-85.0775567
34451,Mulino,2103,45.2215112,-122.5820333
34452,Donald,979,45.2223418,-122.8392624
34453,Whittlesey,105,45.2230242,-90.3287546
34454,Princeton,-999,45.2234056,-67.5722205
34455,Murdock,278,45.2238494,-95.3933582
34456,Holcombe,267,45.2244118,-91.1173637
34457,Hammond,-999,45.2255418,-104.9180297
34458,Wamic,85,45.2281727,-121.2692327
34459,Maple Lake,2059,45.229132,-94.0019227
34460,Hebo,232,45.2303835,-123.8634491
34461,Correll,34,45.2307969,-96.1594947
34462,Aurora,918,45.2309536,-122.7559267
34463,Crivitz,984,45.2324755,-88.0076062
34464,Spicer,1167,45.2330198,-94.9400088
34465,Andover,30598,45.2332985,-93.2913405
34466,Deerbrook,-999,45.2335768,-89.1556694
34467,Caratunk,-999,45.2339425,-69.9900626
34468,Condon,682,45.2342966,-120.1850344
34469,Doering,-999,45.2352422,-89.458176
34470,Prairie Farm,473,45.237184,-91.9815675
34471,Albertville,7044,45.237742,-93.6544085
34472,Howland,1096,45.2386668,-68.6636391
34473,Neva,-999,45.2394103,-89.1131686
34474,Carmen,-999,45.2424203,-113.8934018
34475,Mansfield,93,45.243032,-98.5628734
34476,Hoven,406,45.2435942,-99.7770614
34477,Verdon,5,45.24385,-98.0975935
34478,Crow River,-999,45.2438524,-94.7244456
34479,Dayton,4671,45.243854,-93.5149576
34480,Lafayette,3742,45.2442834,-123.1148259
34481,Tygh Valley,206,45.247341,-121.17312
34482,Hollister,-999,45.2480235,-88.7914963
34483,Holloway,92,45.2485722,-95.9080996
34484,Enfield,-999,45.2489449,-68.5683578
34485,Ham Lake,15296,45.2502429,-93.2499508
34486,Barlow,135,45.2517872,-122.7206484
34487,Clear Lake,1070,45.2519072,-92.2712996
34488,Hannibal,-999,45.2524731,-90.789022
34489,Manannah,-999,45.2535744,-94.6174971
34490,Scandia,3936,45.2535777,-92.8057669
34491,Milo,1847,45.2536633,-68.9858713
34492,Ellison Bay,165,45.2547094,-87.0715033
34493,Ironton,140,45.2561191,-85.1867298
34494,Butler,17,45.2588447,-97.7123132
34495,Dallas,409,45.2591275,-91.8148954
34496,Odessa,135,45.2596872,-96.3289432
34497,Ramsey,23668,45.2611,-93.45
34498,Marvin,34,45.2613519,-96.9125723
34499,Posen,234,45.2619573,-83.6988783
34500,Butteville,265,45.2623415,-122.8403743
34501,Annandale,3228,45.2627428,-94.1244271
34502,Canby,15829,45.2628986,-122.6925923
34503,De Graff,115,45.2632935,-95.4678064
34504,Warren,-999,45.2640724,-115.6765116
34505,Columbus,3914,45.265222,-93.050153
34506,Walloon Lake,290,45.2661206,-84.9336597
34507,Boyes,-999,45.268042,-105.0310901
34508,Whitehorse,141,45.2705398,-100.8865329
34509,Redig,-999,45.271103,-103.5482463
34510,Sebec,-999,45.2714408,-69.1167087
34511,Bowerbank,-999,45.2728298,-69.2119893
34512,Wolverine,244,45.2733463,-84.604476
34513,Otsego,13571,45.2741314,-93.5913502
34514,Beaver Creek,4485,45.2755985,-122.5136514
34515,Beaver,122,45.2767726,-123.8265055
34516,Burgdorf,-999,45.277123,-115.9129022
34517,Dundee,3162,45.2781732,-123.010935
34518,Forest Lake,18375,45.2788561,-92.9852184
34519,Danvers,97,45.2819049,-95.7519839
34520,Luther,-999,45.2843882,-109.4287741
34521,Horton Bay,512,45.2844529,-85.0789462
34522,Big Sky,2308,45.2846507,-111.368292
34523,Medford,-999,45.2853308,-68.8517012
34524,Loyalton,-999,45.2863641,-99.27956
34525,Monson,-999,45.2869937,-69.5011619
34526,Soderville,-999,45.2880206,-93.2349501
34527,Estacada,2695,45.2895655,-122.3336963
34528,Kempster,-999,45.2896868,-89.1667816
34529,Gills Rock,-999,45.2899853,-87.0217826
34530,Chelsea,113,45.2902456,-90.3073675
34531,Big Stone City,467,45.2916316,-96.4628344
34532,Middle Inlet,-999,45.2916399,-87.9923302
34533,South Haven,187,45.2924646,-94.2119303
34534,Virginia City,190,45.2938143,-111.9460911
34535,Carlton,2007,45.2942822,-123.1764949
34536,Bridger,708,45.2957807,-108.9137544
34537,Cove,552,45.2965257,-117.8079872
34538,Wilsonville,19509,45.2998418,-122.7737062
34539,Newberg,22068,45.3001179,-122.9731565
34540,Lakewood,323,45.3008014,-88.5234396
34541,New London,1251,45.3010756,-94.9441773
34542,Hawks,-999,45.3019566,-83.8874982
34543,Wagner,-999,45.3021977,-87.7356666
34544,Elk River,22974,45.3038538,-93.5671825
34545,Government Camp,193,45.3040072,-121.7547998
34546,Presque Isle,-999,45.3041817,-83.476925
34547,Summit,288,45.3044063,-97.0364661
34548,Ortonville,1916,45.3046871,-96.4447788
34549,Monticello,12759,45.3055202,-93.7941378
34550,Willimantic,-999,45.3067165,-69.4083826
34551,Amery,2902,45.3069062,-92.3621369
34552,Lily,-999,45.3069112,-88.8539981
34553,Brownville,-999,45.3069957,-69.0333737
34554,Wanderoos,-999,45.3085738,-92.4943645
34555,Gleason,1445,45.3088514,-89.4965121
34556,Sheldon,237,45.3105264,-90.9559696
34557,Pollock,-999,45.3123868,-116.3590208
34558,Kimball,762,45.3124642,-94.3002666
34559,Fort Smith,161,45.3127372,-107.937055
34560,Chetek,2221,45.3141273,-91.6510007
34561,Lodge Grass,428,45.3144117,-107.3631461
34562,Benson,3240,45.3149604,-95.6000349
34563,Silver Creek,256,45.3149655,-93.9797012
34564,Watkins,962,45.3152415,-94.4086029
34565,Hillsdale,-999,45.3157932,-91.8596188
34566,Lowry,6,45.3160993,-99.9826202
34567,Stratford,72,45.3163581,-98.3048159
34568,Rib Lake,910,45.3174662,-90.2084785
34569,Charlevoix,2513,45.3180632,-85.2584004
34570,Cedar,-999,45.319687,-93.2860626
34571,Osceola,2568,45.3205199,-92.7049303
34572,Fairhaven,358,45.3216314,-94.2113753
34573,Birney,137,45.321657,-106.515037
34574,Presque Isle Harbor,600,45.3225183,-83.4849499
34575,Alder,103,45.3238132,-112.1072095
34576,La Grande,13082,45.3245771,-118.0877188
34577,Waite,-999,45.3256262,-67.6902794
